id	taxonID	scientificName	kingdom	phylum	class	order	family
5754745	5754745	Abax carinatus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5754770	5754770	Abax ovalis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5754772	5754772	Abax parallelepipedus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5754817	5754817	Abax parallelus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4433517	4433517	Abraeus granulum	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae
4433510	4433510	Abraeus perpusillus	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae
1967873	1967873	Abraxas grossulariata	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
1967815	1967815	Abraxas sylvata	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
1767608	1767608	Abrostola asclepiadis	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1767625	1767625	Abrostola tripartita	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1767597	1767597	Abrostola triplasia	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
2020737	2020737	Acalypta carinata	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
4488996	4488996	Acalypta gracilis	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
4489008	4489008	Acalypta marginata	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
4488988	4488988	Acalypta musci	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
4488999	4488999	Acalypta nigrina	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
2020740	2020740	Acalypta parvula	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
4489001	4489001	Acalypta platycheila	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
5013501	5013501	Acalyptus carpini	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae
1067457	1067457	Acanthobodilus immundus	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae
10595482	10595482	Acanthocinus aedilis	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae
4459446	4459446	Acanthocinus griseus	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae
5866246	5866246	Acanthosoma haemorrhoidale	Animalia	Arthropoda	Insecta	Hemiptera	Acanthosomatidae
2136710	2136710	Acartauchenius scurrilis	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
1968206	1968206	Acasis appensata	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
7681733	7681733	Acasis viretata	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
4484044	4484044	Acericerus heydenii	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
4484051	4484051	Acericerus ribauti	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
4484047	4484047	Acericerus vittifrons	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
8426653	8426653	Acetropis carinata	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
4487294	4487294	Acetropis gimmerthalii	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
1605813	1605813	Achalcus bimaculatus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605818	1605818	Achalcus cinereus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605803	1605803	Achalcus flavicollis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605801	1605801	Achalcus melanotrichus	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605814	1605814	Achalcus phragmitidis	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1605830	1605830	Achalcus vaillanti	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae
1861510	1861510	Acherontia atropos	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae
1952229	1952229	Achlya flavicornis	Animalia	Arthropoda	Insecta	Lepidoptera	Drepanidae
4431220	4431220	Acmaeoderella flavofasciata	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
1118085	1118085	Acmaeops marginatus	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae
4487217	4487217	Acompocoris alpinus	Animalia	Arthropoda	Insecta	Hemiptera	Anthocoridae
4486711	4486711	Acompus rufipes	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae
1763072	1763072	Acontia lucida	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5772063	5772063	Acontia trabealis	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
8150836	8150836	Acosmetia caliginosa	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1782763	1782763	Acronicta aceris	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1782726	1782726	Acronicta alni	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1782927	1782927	Acronicta auricoma	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1783045	1783045	Acronicta cinerea	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
7825213	7825213	Acronicta cuspis	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1782727	1782727	Acronicta euphorbiae	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1783043	1783043	Acronicta leporina	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1782777	1782777	Acronicta megacephala	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1783037	1783037	Acronicta menyanthidis	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1782948	1782948	Acronicta psi	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1782672	1782672	Acronicta rumicis	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1782841	1782841	Acronicta strigosa	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1783016	1783016	Acronicta tridens	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1068557	1068557	Acrossus depressus	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae
1068592	1068592	Acrossus rufipes	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae
6097685	6097685	Acrotona parvula	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae
4435785	4435785	Acrotrichis fascicularis	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae
4435736	4435736	Acrotrichis grandicollis	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae
4435795	4435795	Acrotrichis intermedia	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae
4435743	4435743	Acrotrichis sitkaensis	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae
4444753	4444753	Acrulia inflata	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae
1787506	1787506	Actebia fennica	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1787504	1787504	Actebia praecox	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1792292	1792292	Actinotia polyodon	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1792300	1792300	Actinotia radiosa	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
2159474	2159474	Aculepeira ceropegia	Animalia	Arthropoda	Arachnida	Araneae	Araneidae
4475685	4475685	Acupalpus brunnipes	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4475677	4475677	Acupalpus dubius	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4475688	4475688	Acupalpus elegans	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4475707	4475707	Acupalpus exiguus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
9415910	9415910	Acupalpus flavicollis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1037633	1037633	Acupalpus meridianus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4475699	4475699	Acupalpus parvulus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1043097	1043097	Adalia bipunctata	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae
4452227	4452227	Adalia decempunctata	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae
2035330	2035330	Adarrus multinotatus	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
9695352	9695352	Adelphocoris lineolatus	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
4487359	4487359	Adelphocoris quadripunctatus	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
2009421	2009421	Adelphocoris seticornis	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
4487361	4487361	Adelphocoris ticinensis	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
1047210	1047210	Aderus populneus	Animalia	Arthropoda	Insecta	Coleoptera	Aderidae
4451118	4451118	Adistemia watsoni	Animalia	Arthropoda	Insecta	Coleoptera	Latridiidae
4486134	4486134	Adomerus biguttatus	Animalia	Arthropoda	Insecta	Hemiptera	Cydnidae
4428912	4428912	Adrastus rachifer	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae
8403618	8403618	Adscita geryon	Animalia	Arthropoda	Insecta	Lepidoptera	Zygaenidae
4522753	4522753	Adscita statices	Animalia	Arthropoda	Insecta	Lepidoptera	Zygaenidae
5113847	5113847	Aedia funesta	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
5113853	5113853	Aedia leucomelas	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4433561	4433561	Aeletes atomarius	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae
2079123	2079123	Aelia acuminata	Animalia	Arthropoda	Insecta	Hemiptera	Pentatomidae
6096804	6096804	Aelia klugii	Animalia	Arthropoda	Insecta	Hemiptera	Pentatomidae
5758854	5758854	Aellopus atratus	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae
10107295	10107295	Aelurillus v-insignitus	Animalia	Arthropoda	Arachnida	Araneae	Salticidae
1425203	1425203	Aeshna affinis	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae
1425240	1425240	Aeshna cyanea	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae
1425264	1425264	Aeshna grandis	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae
1425221	1425221	Aeshna juncea	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae
1425177	1425177	Aeshna mixta	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae
1425166	1425166	Aeshna subarctica	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae
1425187	1425187	Aeshna viridis	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae
1990150	1990150	Aethalura punctulata	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
2160943	2160943	Agalenatea redii	Animalia	Arthropoda	Arachnida	Araneae	Araneidae
4482818	4482818	Agallia brachyptera	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
2032960	2032960	Agallia consobrina	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
5747768	5747768	Agathidium marginatum	Animalia	Arthropoda	Insecta	Coleoptera	Leiodidae
5747778	5747778	Agathidium nigripenne	Animalia	Arthropoda	Insecta	Coleoptera	Leiodidae
5747834	5747834	Agathidium varians	Animalia	Arthropoda	Insecta	Coleoptera	Leiodidae
2139576	2139576	Agelena labyrinthica	Animalia	Arthropoda	Arachnida	Araneae	Agelenidae
4505312	4505312	Agenioideus apicalis	Animalia	Arthropoda	Insecta	Hymenoptera	Pompilidae
4505294	4505294	Agenioideus cinctellus	Animalia	Arthropoda	Insecta	Hymenoptera	Pompilidae
4505324	4505324	Agenioideus sericeus	Animalia	Arthropoda	Insecta	Hymenoptera	Pompilidae
4505307	4505307	Agenioideus usurarius	Animalia	Arthropoda	Insecta	Hymenoptera	Pompilidae
4535827	4535827	Aglais io	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae
1894840	1894840	Aglais urticae	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae
5124911	5124911	Aglia tau	Animalia	Arthropoda	Insecta	Lepidoptera	Saturniidae
4487514	4487514	Agnocoris reclairei	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
5755068	5755068	Agonum dolens	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755060	5755060	Agonum emarginatum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755044	5755044	Agonum ericeti	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755079	5755079	Agonum fuliginosum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755080	5755080	Agonum gracile	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755004	5755004	Agonum gracilipes	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755049	5755049	Agonum lugens	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755011	5755011	Agonum marginatum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755082	5755082	Agonum micans	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4988484	4988484	Agonum muelleri	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755078	5755078	Agonum munsteri	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755027	5755027	Agonum nigrum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
9206709	9206709	Agonum piceum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755081	5755081	Agonum scitulum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
9775518	9775518	Agonum sexpunctatum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4988447	4988447	Agonum thoreyi	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755066	5755066	Agonum versutum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755075	5755075	Agonum viduum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
5755053	5755053	Agonum viridicupreum	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4488912	4488912	Agramma laetum	Animalia	Arthropoda	Insecta	Hemiptera	Tingidae
1067068	1067068	Agrilinus ater	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae
4432673	4432673	Agrilus angustulus	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
4432722	4432722	Agrilus ater	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
4432667	4432667	Agrilus betuleti	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
4432634	4432634	Agrilus biguttatus	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
4432608	4432608	Agrilus convexicollis	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
4432626	4432626	Agrilus cuprescens	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
4432773	4432773	Agrilus cyanescens	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
4432672	4432672	Agrilus derasofasciatus	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
4432706	4432706	Agrilus laticornis	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
4432745	4432745	Agrilus olivicolor	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
4432736	4432736	Agrilus sinuatus	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
4432644	4432644	Agrilus subauratus	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
4432612	4432612	Agrilus sulcicollis	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae
5769072	5769072	Agriopis aurantiaria	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
7429212	7429212	Agriopis bajaria	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5769062	5769062	Agriopis leucophaearia	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5769068	5769068	Agriopis marginaria	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5878779	5878779	Agriotes acuminatus	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae
1162127	1162127	Agriotes lineatus	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae
5878773	5878773	Agriotes obscurus	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae
5878782	5878782	Agriotes pallidulus	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae
5878766	5878766	Agriotes sputator	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae
1861644	1861644	Agrius convolvuli	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae
1790160	1790160	Agrochola circellaris	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1790023	1790023	Agrochola haematidea	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1790002	1790002	Agrochola helvola	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
8047343	8047343	Agrochola laevis	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1789982	1789982	Agrochola litura	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1790084	1790084	Agrochola lota	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
9092175	9092175	Agrochola lunosa	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4533115	4533115	Agrochola lychnidis	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1790072	1790072	Agrochola macilenta	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1790062	1790062	Agrochola nitida	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
2140929	2140929	Agroeca brunnea	Animalia	Arthropoda	Arachnida	Araneae	Liocranidae
2140927	2140927	Agroeca cuprea	Animalia	Arthropoda	Arachnida	Araneae	Liocranidae
2140934	2140934	Agroeca proxima	Animalia	Arthropoda	Arachnida	Araneae	Liocranidae
4533714	4533714	Agrotis bigramma	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1770869	1770869	Agrotis cinerea	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
7940536	7940536	Agrotis clavis	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1771214	1771214	Agrotis exclamationis	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1771163	1771163	Agrotis herzogi	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1771245	1771245	Agrotis ipsilon	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1770772	1770772	Agrotis puta	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1771204	1771204	Agrotis ripae	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1771040	1771040	Agrotis segetum	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1770821	1770821	Agrotis trux	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
1770880	1770880	Agrotis vestigialis	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4428942	4428942	Agrypnus murinus	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae
2029464	2029464	Aguriahana germari	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
2029392	2029392	Aguriahana stellulata	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
8064249	8064249	Agyneta affinis	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
2135689	2135689	Agyneta conigera	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
2135684	2135684	Agyneta decora	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
8400797	8400797	Agyneta fuscipalpa	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
7484524	7484524	Agyneta innotabilis	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
7859583	7859583	Agyneta mollis	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
2135696	2135696	Agyneta ramosa	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
7785418	7785418	Agyneta rurestris	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
7786426	7786426	Agyneta saxatilis	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
7406286	7406286	Agyneta simplicitarsis	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
2135685	2135685	Agyneta subtilis	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
5143391	5143391	Alcis bastelbergeri	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5143453	5143453	Alcis deversata	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5143477	5143477	Alcis jubata	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5143380	5143380	Alcis repandata	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
9095296	9095296	Alebra albostriella	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
2029517	2029517	Alebra coryli	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
2029509	2029509	Alebra neglecta	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
4483724	4483724	Alebra viridis	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
2029493	2029493	Alebra wahlbergi	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
1040779	1040779	Aleochara bipustulata	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae
9598378	9598378	Aleochara morion	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae
1040762	1040762	Aleochara tristis	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae
4524403	4524403	Aleucis distinctata	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
4469453	4469453	Allandrus undulatus	Animalia	Arthropoda	Insecta	Coleoptera	Anthribidae
4454940	4454940	Allecula morio	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae
4488844	4488844	Alloeotomus germanicus	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
4488839	4488839	Alloeotomus gothicus	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
2135177	2135177	Allomengea scopigera	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae
4534719	4534719	Allophyes oxyacanthae	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae
4483242	4483242	Allygidius atomarius	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
2030346	2030346	Allygidius commutatus	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
2029995	2029995	Allygus maculatus	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
4483219	4483219	Allygus mixtus	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
2029993	2029993	Allygus modestus	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
2026532	2026532	Alnetoidia alneti	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae
2147434	2147434	Alopecosa cuneata	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae
2147335	2147335	Alopecosa fabrilis	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae
2147433	2147433	Alopecosa inquilina	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae
2147438	2147438	Alopecosa pulverulenta	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae
2147452	2147452	Alopecosa striatipes	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae
2147310	2147310	Alopecosa trabalis	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae
4458870	4458870	Alosterna tabacicolor	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae
5143944	5143944	Alsophila aceraria	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
5143947	5143947	Alsophila aescularia	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae
4462348	4462348	Altica helianthemi	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae
4462315	4462315	Altica oleracea	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae
2050173	2050173	Alydus calcaratus	Animalia	Arthropoda	Insecta	Hemiptera	Alydidae
4494421	4494421	Alysson spinosus	Animalia	Arthropoda	Insecta	Hymenoptera	Crabronidae
5013037	5013037	Amalus scortillum	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae
1035185	1035185	Amara aenea	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1035204	1035204	Amara anthobia	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1035231	1035231	Amara apricaria	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1035194	1035194	Amara aulica	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1035208	1035208	Amara bifrons	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
9102035	9102035	Amara brunnea	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472849	4472849	Amara communis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4473127	4473127	Amara consularis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472897	4472897	Amara convexior	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1035203	1035203	Amara convexiuscula	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4473101	4473101	Amara cursitans	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
9027622	9027622	Amara curta	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472993	4472993	Amara equestris	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472858	4472858	Amara eurynota	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472900	4472900	Amara famelica	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1035195	1035195	Amara familiaris	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
9444427	9444427	Amara fulva	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4473093	4473093	Amara fusca	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4473050	4473050	Amara gebleri	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472929	4472929	Amara infima	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4473099	4473099	Amara ingenua	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472818	4472818	Amara kulti	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472884	4472884	Amara lucida	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1035167	1035167	Amara lunicollis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4473133	4473133	Amara majuscula	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472906	4472906	Amara montivaga	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4473107	4473107	Amara municipalis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
8396839	8396839	Amara nitida	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472866	4472866	Amara ovata	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472828	4472828	Amara plebeja	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472940	4472940	Amara praetermissa	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1035239	1035239	Amara quenseli	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472913	4472913	Amara similata	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472907	4472907	Amara spreta	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472832	4472832	Amara strenua	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
8600499	8600499	Amara tibialis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
4472814	4472814	Amara tricuspidata	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae
1808450	1808450	Amata phegea	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae
2141571	2141571	Amaurobius fenestralis	Animalia	Arthropoda	Arachnida	Araneae	Amaurobiidae
2141593	2141593	Amaurobius ferox	Animalia	Arthropoda	Arachnida	Araneae	Amaurobiidae
2008891	2008891	Amblytylus albidus	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
2008893	2008893	Amblytylus nasutus	Animalia	Arthropoda	Insecta	Hemiptera	Miridae
1042204	1042204	Amischa analis	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae
5874744	5874744	Amischa decipiens	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae
